system:index,B1,B2,B3,B4,B5,B7,Contrast_vh,Contrast_vv,Correlation_vh,Correlation_vv,Dissimilarity_vh,Dissimilarity_vv,EVI,Entropy_vh,Entropy_vv,Homogeneity_vh,Homogeneity_vv,LAI,LST,Mean_vh,Mean_vv,NDVI,NDWI,SAVI,Second_moment_vh,Second_moment_vv,TNDVI,VH,VV,Variance_vh,Variance_vv,elevation,greenness,.geo
0,2.691574106280485,3.2508275136675495,2.8048904023394186,6.074066319842659,5.049990200692276,2.33323646546725,1.4950165061046279,2.2116072885040357,2.63695445300744,2.6966129695472345,1.379680149037555,2.5121300517694705,2.1837035625114365,1.6446395571018364,4.054015120163768,1.8667565696513573,2.603141700102894,2.242580290650499,2.8060003765868733,2.4986512580208964,2.2814395864676027,7.34465477707733,3.5604183961407716,4.365753052147351,2.1876831496105207,3.1256586122713212,4.184832478710158,3.332115272517839,2.169537417337295,1.4987659116444445,3.014581115008573,1.698038426155473,6.200446943861765,"{""type"":""MultiPoint"",""coordinates"":[]}"
